# Tetrahedron method
       11.8216161982        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.0714119654        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.3212077326        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.5710034998        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.8207992671        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.0705950343        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.3203908015        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.5701865687        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.8199823359        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       14.0697781032        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       14.3195738704        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       14.5693696376        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       14.8191654048        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       15.0689611721        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       15.3187569393        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       15.5685527065        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       15.8183484737        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       16.0681442409        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       16.3179400082        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       16.5677357754        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       16.8175315426        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       17.0673273098        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       17.3171230771        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       17.5669188443        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       17.8167146115        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       18.0665103787        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       18.3163061459        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       18.5661019132        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       18.8158976804        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       19.0656934476        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       19.3154892148        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       19.5652849821        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       19.8150807493        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       20.0648765165        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       20.3146722837        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       20.5644680509        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       20.8142638182        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       21.0640595854        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       21.3138553526        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       21.5636511198        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       21.8134468871        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.0632426543        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.3130384215        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.5628341887        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.8126299559        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       23.0624257232        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       23.3122214904        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       23.5620172576        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       23.8118130248        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       24.0616087921        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       24.3114045593        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       24.5612003265        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       24.8109960937        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       25.0607918609        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       25.3105876282        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       25.5603833954        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       25.8101791626        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       26.0599749298        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       26.3097706971        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       26.5595664643        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       26.8093622315        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       27.0591579987        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       27.3089537659        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       27.5587495332        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       27.8085453004        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       28.0583410676        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       28.3081368348        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       28.5579326021        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       28.8077283693        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       29.0575241365        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       29.3073199037        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       29.5571156709        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       29.8069114382        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       30.0567072054        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       30.3065029726        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       30.5562987398        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       30.8060945071        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       31.0558902743        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       31.3056860415        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       31.5554818087        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       31.8052775759        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       32.0550733432        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       32.3048691104        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       32.5546648776        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       32.8044606448        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       33.0542564120        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       33.3040521793        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       33.5538479465        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       33.8036437137        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       34.0534394809        0.0011253022        0.0011253022        0.1597628164        0.1597628164
       34.3032352482        0.0107291090        0.0107291090        1.2552933752        1.2552933752
       34.5530310154        0.0182393991        0.0182410455        1.6307154273        1.6307154273
       34.8028267826        0.0072200572        0.0072200572        0.8334575759        0.8334575759
       35.0526225498        0.0014933659        0.0014933659        0.2056929207        0.2056929207
